e_annee_naissance,e_p_5ans,indice_conf_age,e_top_age_ok,e_age,e_sexe,c_insee,c_iris,c_qualite_iris,civilite,codgeo,complement_adrs,complement_nom,cp,e_age_geo,e_age_prenom,id,pays,prenom,sexe,ville
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,33000,,60.5,451,France,Léon,NA,Bordeaux
1964,0.9,Confiance,2,60.5,M,,,,M.,,"654, boulevard de Renaud",,75001,,60.5,452,France,Roland,NA,Paris
1964,0.9,Confiance,2,60.5,M,,,,M.,,,S.A.,35000,,60.5,453,France,Gilles,NA,Rennes
1964,0.9,Confiance,2,60.5,M,,,,M.,,"49, boulevard Marchal",,59000,,60.5,454,France,Michel,NA,Lille
1987,0.9,Confiance,2,37.22,M,,,,Mme,,,,6000,,37.22,455,France,Océane,NA,Nice
1957,0.9,Confiance,2,66.87640449438203,M,,,,Mme,,"60, chemin Nathalie Raymond",,6000,,66.87640449438203,456,France,Josette,NA,Nice
1964,0.9,Confiance,2,60.5,M,,,,M.,,"233, avenue de Raymond",,76600,,60.5,457,France,Éric,NA,Le Havre
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,13001,,60.5,458,France,Claudine,NA,Marseille
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,44000,,60.5,459,France,Joseph,NA,Nantes
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,35000,,60.5,460,France,Gabriel,NA,Rennes
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,76600,,60.5,461,France,Pierre,NA,Le Havre
1964,0.9,Confiance,2,60.5,M,,,,M.,,,S.A.S.,87000,,60.5,462,France,Robert,NA,Limoges
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,13100,,60.5,463,France,Joseph,NA,Aix-en-Provence
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,69001,,60.5,464,France,Isabelle,NA,Lyon
1964,0.9,Confiance,2,60.5,M,,,,M.,,"85, chemin de Hernandez",,76600,,60.5,465,France,Denis,NA,Le Havre
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,SA,37000,,60.5,466,France,Lucie,NA,Tours
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,80000,,60.5,467,France,Agnès,NA,Amiens
1964,0.9,Confiance,2,60.5,M,,,,Mme,,"96, avenue de Dumont",,69001,,60.5,468,France,Claude,NA,Lyon
1964,0.9,Confiance,2,60.5,M,,,,M.,,,SARL,87000,,60.5,469,France,Benjamin,NA,Limoges
2024,0.9,Confiance -,3,,F,,,,Mme,,avenue de Goncalves,,44000,,,470,France,Alexandria,NA,Nantes
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,74000,,60.5,471,France,Martin,NA,Annecy
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,21000,,60.5,472,France,Denise,NA,Dijon
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,13001,,60.5,473,France,Aurélie,NA,Marseille
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,37000,,60.5,474,France,Laure,NA,Tours
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,72000,,60.5,475,France,Jacqueline,NA,Le Mans
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,13001,,60.5,476,France,Laurence,NA,Marseille
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,69001,,60.5,477,France,Jules,NA,Lyon
1964,0.9,Confiance,2,60.5,M,,,,M.,,"4, avenue Schmitt",et Fils,34000,,60.5,478,France,Benjamin,NA,Montpellier
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,37000,,60.5,479,France,Marcel,NA,Tours
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,38000,,60.5,480,France,Bertrand,NA,Grenoble
1962,0.9,Confiance,2,61.5,M,,,,Mme,,,,76600,,61.5,481,France,Susanne,NA,Le Havre
1963,0.9,Confiance,2,60.92079207920792,M,,,,Mme,,,,69100,,60.92079207920792,482,France,Marie,NA,Villeurbanne
1974,0.9,Confiance,2,50.46153846153846,M,,,,Mme,,"92, rue Guy Martineau",,74000,,50.46153846153846,483,France,Arnaude,NA,Annecy
1964,0.9,Confiance,2,60.5,M,,,,Mme,,"9, avenue Courtois",,30000,,60.5,484,France,Laurence,NA,Nîmes
1964,0.9,Confiance,2,60.5,M,,,,M.,,"66, rue Collet",,35000,,60.5,485,France,Jean,NA,Rennes
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,13100,,60.5,486,France,Victor,NA,Aix-en-Provence
1963,0.9,Confiance,2,60.86,M,,,,Mme,,,,29200,,60.86,487,France,Anastasie,NA,Brest
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,et Fils,69001,,60.5,488,France,Aurore,NA,Lyon
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,13001,,60.5,489,France,Daniel,NA,Marseille
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,87000,,60.5,490,France,Robert,NA,Limoges
1964,0.9,Confiance,2,60.5,M,,,,M.,,"396, avenue de Noël",,59000,,60.5,491,France,Daniel,NA,Lille
1964,0.9,Confiance,2,60.5,M,,,,M.,,"21, rue de Collin",,83000,,60.5,492,France,Vincent,NA,Toulon
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,67000,,60.5,493,France,Yves,NA,Strasbourg
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,6000,,60.5,494,France,Nathalie,NA,Nice
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,80000,,60.5,495,France,Antoinette,NA,Amiens
1964,0.9,Confiance,2,60.5,M,,,,M.,,rue François,,75001,,60.5,496,France,Arthur,NA,Paris
1964,0.9,Confiance,2,60.5,M,,,,Mme,,"569, rue Peron",,49000,,60.5,497,France,Marine,NA,Angers
1962,0.9,Confiance,2,61.5,M,,,,Mme,,,,21000,,61.5,498,France,Susanne,NA,Dijon
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,66000,,60.5,499,France,Alice,NA,Perpignan
1964,0.9,Confiance,2,60.5,M,,,,Mme,,rue Schmitt,,80000,,60.5,500,France,Sylvie,NA,Amiens
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,74000,,60.5,501,France,Constance,NA,Annecy
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,33000,,60.5,502,France,Georges,NA,Bordeaux
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,59000,,60.5,503,France,Pauline,NA,Lille
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,34000,,60.5,504,France,Sabine,NA,Montpellier
1977,0.9,Confiance,2,47.338235294117645,M,,,,Mme,,,,72000,,47.338235294117645,505,France,Susan,NA,Le Mans
1964,0.9,Confiance,2,60.46534653465346,M,,,,Mme,,,,83000,,60.46534653465346,506,France,Élodie,NA,Toulon
1974,0.9,Confiance,2,50.46153846153846,M,,,,Mme,,,,67000,,50.46153846153846,507,France,Arnaude,NA,Strasbourg
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,S.A.R.L.,38000,,60.5,508,France,Thérèse,NA,Grenoble
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,30000,,60.5,509,France,Élisabeth,NA,Nîmes
1965,0.9,Confiance,2,59.313131313131315,M,,,,Mme,,rue de Carlier,,38000,,59.313131313131315,510,France,Manon,NA,Grenoble
1964,0.9,Confiance,2,60.5,M,,,,Mme,,"527, rue de Benard",,72000,,60.5,511,France,Christiane,NA,Le Mans
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,37000,,60.5,512,France,David,NA,Tours
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,80000,,60.5,513,France,Diane,NA,Amiens
1963,0.9,Confiance,2,60.60606060606061,M,,,,Mme,,,,21000,,60.60606060606061,514,France,Margot,NA,Dijon
1984,0.9,Confiance,2,39.81818181818182,M,,,,M.,,,,33000,,39.81818181818182,515,France,Timothée,NA,Bordeaux
1966,0.9,Confiance,2,57.927083333333336,M,,,,M.,,,SARL,83000,,57.927083333333336,516,France,Tristan,NA,Toulon
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,13001,,60.5,517,France,Nathalie,NA,Marseille
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,13100,,60.5,518,France,Madeleine,NA,Aix-en-Provence
1964,0.9,Confiance,2,60.5,M,,,,Mme,,rue de Guillet,,83000,,60.5,519,France,Michelle,NA,Toulon
1964,0.9,Confiance,2,60.5,M,,,,M.,,chemin Albert,,66000,,60.5,520,France,Éric,NA,Perpignan
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,S.A.,33000,,60.5,521,France,Dorothée,NA,Bordeaux
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,38000,,60.5,522,France,Guillaume,NA,Grenoble
1963,0.9,Confiance,2,60.86,M,,,,Mme,,,,83000,,60.86,523,France,Anastasie,NA,Toulon
1964,0.9,Confiance,2,60.5,M,,,,M.,,"13, rue de Carre",,49000,,60.5,524,France,Jean,NA,Angers
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,29200,,60.5,525,France,Claudine,NA,Brest
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,63000,,60.5,526,France,Michel,NA,Clermont-Ferrand
1964,0.9,Confiance,2,60.5,M,,,,Mme,,"33, boulevard Lucie Lebreton",S.A.S.,49000,,60.5,527,France,Alex,NA,Angers
1964,0.9,Confiance,2,60.5,M,,,,M.,,,et Fils,66000,,60.5,528,France,Roger,NA,Perpignan
1964,0.9,Confiance,2,60.5,M,,,,M.,,"210, chemin de Hamon",,29200,,60.5,529,France,Rémy,NA,Brest
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,59000,,60.5,530,France,Augustin,NA,Lille
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,66000,,60.5,531,France,Marthe,NA,Perpignan
1964,0.9,Confiance,2,60.23,M,,,,M.,,,,34000,,60.23,532,France,Isaac,NA,Montpellier
1958,0.9,Confiance,2,65.91208791208791,M,,,,Mme,,"2, rue Emmanuelle Payet",,72000,,65.91208791208791,533,France,Renée,NA,Le Mans
1964,0.9,Confiance,2,60.5,M,,,,M.,,"63, boulevard Henriette Bertrand",et Fils,57000,,60.5,534,France,Martin,NA,Metz
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,SA,83000,,60.5,535,France,Agnès,NA,Toulon
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,74000,,60.5,536,France,Éléonore,NA,Annecy
1964,0.9,Confiance,2,60.5,M,,,,Mme,,"41, chemin de Guillaume",,21000,,60.5,537,France,Philippine,NA,Dijon
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,34000,,60.5,538,France,Adélaïde,NA,Montpellier
2024,0.9,Confiance -,3,,M,,,,Mme,,"61, boulevard Victoire Langlois",,69100,,,539,France,Olivie,NA,Villeurbanne
1964,0.9,Confiance,2,60.5,M,,,,M.,,,SA,67000,,60.5,540,France,Jacques,NA,Strasbourg
1963,0.9,Confiance,2,60.86,M,,,,Mme,,,,29200,,60.86,541,France,Anastasie,NA,Brest
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,SARL,75001,,60.5,542,France,Hortense,NA,Paris
1964,0.9,Confiance,2,60.01980198019802,M,,,,M.,,rue Nathalie Michel,,63000,,60.01980198019802,543,France,Patrick,NA,Clermont-Ferrand
1964,0.9,Confiance,2,60.5,M,,,,M.,,,S.A.S.,31000,,60.5,544,France,Honoré,NA,Toulouse
1979,0.9,Confiance,2,45.01449275362319,M,,,,Mme,,,,25000,,45.01449275362319,545,France,Audrey,NA,Besançon
1964,0.9,Confiance,2,60.5,M,,,,Mme,,"74, rue Jeannine Duhamel",S.A.S.,33000,,60.5,546,France,Nathalie,NA,Bordeaux
1964,0.9,Confiance,2,60.5,M,,,,M.,,rue Suzanne Julien,,37000,,60.5,547,France,Grégoire,NA,Tours
1987,0.9,Confiance,2,37.22,M,,,,Mme,,,,31000,,37.22,548,France,Océane,NA,Toulouse
1962,0.9,Confiance,2,61.56521739130435,M,,,,Mme,,,,57000,,61.56521739130435,549,France,Zoé,NA,Metz
1964,0.9,Confiance,2,60.5,M,,,,M.,,,et Fils,6000,,60.5,550,France,Philippe,NA,Nice
1964,0.9,Confiance,2,60.5,M,,,,Mme,,"5, boulevard de Marty",,49000,,60.5,551,France,Émilie,NA,Angers
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,80000,,60.5,552,France,Laurent,NA,Amiens
1974,0.9,Confiance,2,50.46153846153846,M,,,,Mme,,,,29200,,50.46153846153846,553,France,Arnaude,NA,Brest
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,34000,,60.5,554,France,René,NA,Montpellier
1974,0.9,Confiance,2,50.46153846153846,M,,,,Mme,,"27, boulevard de Teixeira",et Fils,69001,,50.46153846153846,555,France,Arnaude,NA,Lyon
1958,0.9,Confiance,2,65.91208791208791,M,,,,Mme,,,,35000,,65.91208791208791,556,France,Renée,NA,Rennes
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,30000,,60.5,557,France,Aurélie,NA,Nîmes
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,69001,,60.5,558,France,Mathilde,NA,Lyon
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,75001,,60.5,559,France,Édouard,NA,Paris
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,25000,,60.5,560,France,Alphonse,NA,Besançon
1964,0.9,Confiance,2,60.5,M,,,,M.,,boulevard Nicolas Marion,,75001,,60.5,561,France,Henri,NA,Paris
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,30000,,60.5,562,France,Franck,NA,Nîmes
1964,0.9,Confiance,2,60.5,M,,,,M.,,"6, rue Martins",,37000,,60.5,563,France,Michel,NA,Tours
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,57000,,60.5,564,France,Robert,NA,Metz
1964,0.9,Confiance,2,60.5,M,,,,Mme,,"85, chemin de Hebert",,6000,,60.5,565,France,Nathalie,NA,Nice
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,SA,6000,,60.5,566,France,Diane,NA,Nice
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,37000,,60.5,567,France,Alice,NA,Tours
1958,0.9,Confiance,2,66.33333333333333,M,,,,Mme,,"91, rue Loiseau",,29200,,66.33333333333333,568,France,Marcelle,NA,Brest
1964,0.9,Confiance,2,60.5,M,,,,Mme,,"7, rue de Monnier",,37000,,60.5,569,France,Isabelle,NA,Tours
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,21000,,60.5,570,France,Olivier,NA,Dijon
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,57000,,60.5,571,France,Jeanne,NA,Metz
1964,0.9,Confiance,2,60.01980198019802,M,,,,M.,,"7, chemin de Grenier",,21000,,60.01980198019802,572,France,Patrick,NA,Dijon
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,69001,,60.5,573,France,Adèle,NA,Lyon
1964,0.9,Confiance,2,60.5,M,,,,Mme,,"38, rue Roland Bonnin",,69100,,60.5,574,France,Colette,NA,Villeurbanne
1974,0.9,Confiance,2,50.46153846153846,M,,,,Mme,,,,13001,,50.46153846153846,575,France,Arnaude,NA,Marseille
1963,0.9,Confiance,2,60.60606060606061,M,,,,Mme,,,,69001,,60.60606060606061,576,France,Margot,NA,Lyon
1965,0.9,Confiance,2,59.04040404040404,M,,,,Mme,,,,42000,,59.04040404040404,577,France,Maryse,NA,Saint-Étienne
1964,0.9,Confiance,2,60.5,M,,,,M.,,"67, avenue de Da Costa",,74000,,60.5,578,France,René,NA,Annecy
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,S.A.S.,6000,,60.5,579,France,Monique,NA,Nice
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,59000,,60.5,580,France,Jules,NA,Lille
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,et Fils,25000,,60.5,581,France,Stéphanie,NA,Besançon
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,76600,,60.5,582,France,François,NA,Le Havre
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,6000,,60.5,583,France,Cécile,NA,Nice
1964,0.9,Confiance,2,60.5,M,,,,M.,,"68, rue Lelièvre",S.A.S.,66000,,60.5,584,France,André,NA,Perpignan
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,38000,,60.5,585,France,Honoré,NA,Grenoble
1976,0.9,Confiance,2,48.21333333333333,M,,,,M.,,,,80000,,48.21333333333333,586,France,Thibaut,NA,Amiens
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,80000,,60.5,587,France,Victoire,NA,Amiens
1964,0.9,Confiance,2,60.5,M,,,,M.,,"799, boulevard Renée Da Costa",,31000,,60.5,588,France,Olivier,NA,Toulouse
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,83000,,60.5,589,France,Nicole,NA,Toulon
1964,0.9,Confiance,2,60.5,M,,,,M.,,"37, rue de Bonnin",SA,37000,,60.5,590,France,Léon,NA,Tours
1964,0.9,Confiance,2,60.5,M,,,,M.,,"61, rue Mathieu",,29200,,60.5,591,France,Gilbert,NA,Brest
1964,0.9,Confiance,2,60.5,M,,,,M.,,,S.A.R.L.,76600,,60.5,592,France,Gilles,NA,Le Havre
1977,0.9,Confiance,2,47.338235294117645,M,,,,Mme,,"504, rue Aimée Brun",,44000,,47.338235294117645,593,France,Susan,NA,Nantes
1964,0.9,Confiance,2,60.5,M,,,,M.,,"16, chemin Émile Camus",,69001,,60.5,594,France,Guy,NA,Lyon
1964,0.9,Confiance,2,60.5,M,,,,Mme,,"30, avenue Perrin",SARL,44000,,60.5,595,France,Claude,NA,Nantes
1964,0.9,Confiance,2,60.5,M,,,,M.,,,SA,69100,,60.5,596,France,Gilles,NA,Villeurbanne
1964,0.9,Confiance,2,60.5,M,,,,M.,,,S.A.,72000,,60.5,597,France,Augustin,NA,Le Mans
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,69100,,60.5,598,France,Laurent,NA,Villeurbanne
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,33000,,60.5,599,France,Louis,NA,Bordeaux
1964,0.9,Confiance,2,60.5,M,,,,Mme,,"58, rue Bertrand Masson",SA,33000,,60.5,600,France,Aurélie,NA,Bordeaux
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,34000,,60.5,601,France,Gilbert,NA,Montpellier
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,33000,,60.5,602,France,Adrienne,NA,Bordeaux
1962,0.9,Confiance,2,61.5,M,,,,Mme,,,,76600,,61.5,603,France,Susanne,NA,Le Havre
1964,0.9,Confiance,2,60.5,M,,,,Mme,,"663, chemin Thomas Hoareau",,49000,,60.5,604,France,Julie,NA,Angers
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,76600,,60.5,605,France,David,NA,Le Havre
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,75001,,60.5,606,France,Michèle,NA,Paris
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,75001,,60.5,607,France,Henriette,NA,Paris
1964,0.9,Confiance,2,60.5,M,,,,Mme,,"7, boulevard Catherine Legros",,69100,,60.5,608,France,Marthe,NA,Villeurbanne
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,13001,,60.5,609,France,Théodore,NA,Marseille
1966,0.9,Confiance,2,57.864583333333336,M,,,,Mme,,,SA,87000,,57.864583333333336,610,France,Corinne,NA,Limoges
1964,0.9,Confiance,2,60.5,M,,,,Mme,,rue Antoine,SARL,69001,,60.5,611,France,Simone,NA,Lyon
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,6000,,60.5,612,France,Antoine,NA,Nice
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,67000,,60.5,613,France,Gabriel,NA,Strasbourg
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,74000,,60.5,614,France,Étienne,NA,Annecy
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,6000,,60.5,615,France,Pauline,NA,Nice
1964,0.9,Confiance,2,60.5,M,,,,M.,,"102, rue Aubert",,29200,,60.5,616,France,Olivier,NA,Brest
1964,0.9,Confiance,2,60.5,M,,,,M.,,"7, rue Olivier Masson",,67000,,60.5,617,France,Philippe,NA,Strasbourg
1947,0.9,Confiance,2,77.47368421052632,M,,,,Mme,,,et Fils,80000,,77.47368421052632,618,France,Luce,NA,Amiens
1964,0.9,Confiance,2,60.5,M,,,,M.,,"96, rue Léger",,63000,,60.5,619,France,Guillaume,NA,Clermont-Ferrand
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,80000,,60.5,620,France,Thérèse,NA,Amiens
1960,0.9,Confiance,2,64.5,M,,,,Mme,,,,33000,,64.5,621,France,Odette,NA,Bordeaux
1964,0.9,Confiance,2,60.5,M,,,,Mme,,"9, chemin Carpentier",et Fils,42000,,60.5,622,France,Christine,NA,Saint-Étienne
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,SA,6000,,60.5,623,France,Amélie,NA,Nice
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,74000,,60.5,624,France,Claude,NA,Annecy
1957,0.9,Confiance,2,66.8314606741573,M,,,,Mme,,"85, avenue Josette Fernandes",,37000,,66.8314606741573,625,France,Paulette,NA,Tours
1957,0.9,Confiance,2,66.8314606741573,M,,,,Mme,,"896, boulevard de Aubry",S.A.R.L.,63000,,66.8314606741573,626,France,Paulette,NA,Clermont-Ferrand
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,33000,,60.5,627,France,Honoré,NA,Bordeaux
1964,0.9,Confiance,2,60.5,M,,,,M.,,"3, chemin Benard",,69001,,60.5,628,France,Émile,NA,Lyon
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,51100,,60.5,629,France,Nathalie,NA,Reims
1964,0.9,Confiance,2,60.5,M,,,,Mme,,"88, avenue Chantal Diallo",SARL,49000,,60.5,630,France,Virginie,NA,Angers
1957,0.9,Confiance,2,66.87640449438203,M,,,,Mme,,,,87000,,66.87640449438203,631,France,Josette,NA,Limoges
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,87000,,60.5,632,France,Adrien,NA,Limoges
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,42000,,60.5,633,France,Bernard,NA,Saint-Étienne
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,25000,,60.5,634,France,Adrien,NA,Besançon
1969,0.9,Confiance,2,54.74444444444445,M,,,,Mme,,"6, rue Marie",et Fils,51100,,54.74444444444445,635,France,Astrid,NA,Reims
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,6000,,60.5,636,France,Christiane,NA,Nice
1965,0.9,Confiance,2,59.313131313131315,M,,,,Mme,,,SARL,57000,,59.313131313131315,637,France,Manon,NA,Metz
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,6000,,60.5,638,France,Victor,NA,Nice
1964,0.9,Confiance,2,60.5,M,,,,M.,,,S.A.,6000,,60.5,639,France,Gérard,NA,Nice
2000,0.9,Confiance,2,24.5,M,,,,Mme,,"7, avenue de Munoz",,38000,,24.5,640,France,Margaud,NA,Grenoble
1964,0.9,Confiance,2,60.5,M,,,,Mme,,"94, rue de Delorme",,13001,,60.5,641,France,Amélie,NA,Marseille
1964,0.9,Confiance,2,60.5,M,,,,Mme,,"27, rue de Carpentier",,13100,,60.5,642,France,Christiane,NA,Aix-en-Provence
1964,0.9,Confiance,2,60.5,M,,,,M.,,,S.A.R.L.,87000,,60.5,643,France,Alfred,NA,Limoges
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,13001,,60.5,644,France,Lucie,NA,Marseille
1964,0.9,Confiance,2,60.5,M,,,,M.,,,S.A.R.L.,29200,,60.5,645,France,Stéphane,NA,Brest
1964,0.9,Confiance,2,60.5,M,,,,M.,,,SA,59000,,60.5,646,France,Alexandre,NA,Lille
1958,0.9,Confiance,2,65.91208791208791,M,,,,Mme,,,,35000,,65.91208791208791,647,France,Renée,NA,Rennes
1964,0.9,Confiance,2,60.5,M,,,,M.,,"785, avenue Christiane Pruvost",,33000,,60.5,648,France,Michel,NA,Bordeaux
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,13001,,60.5,649,France,Henri,NA,Marseille
1966,0.9,Confiance,2,57.927083333333336,M,,,,M.,,,,69001,,57.927083333333336,650,France,Tristan,NA,Lyon
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,SARL,83000,,60.5,651,France,Julie,NA,Toulon
1964,0.9,Confiance,2,60.5,M,,,,M.,,,S.A.,69100,,60.5,652,France,Stéphane,NA,Villeurbanne
2024,0.9,Confiance -,3,,F,,,,Mme,,"546, chemin Noël Rivière",,63000,,,653,France,Alexandria,NA,Clermont-Ferrand
1964,0.9,Confiance,2,60.5,M,,,,M.,,"19, boulevard Monique Gay",,83000,,60.5,654,France,Gilbert,NA,Toulon
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,SARL,69001,,60.5,655,France,Hélène,NA,Lyon
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,74000,,60.5,656,France,Théodore,NA,Annecy
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,87000,,60.5,657,France,Virginie,NA,Limoges
2024,0.9,Confiance -,3,,F,,,,Mme,,,,38000,,,658,France,Alexandria,NA,Grenoble
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,13001,,60.5,659,France,Gilles,NA,Marseille
1964,0.9,Confiance,2,60.5,M,,,,M.,,,SA,74000,,60.5,660,France,Martin,NA,Annecy
1964,0.9,Confiance,2,60.23,M,,,,M.,,,,38000,,60.23,661,France,Isaac,NA,Grenoble
1969,0.9,Confiance,2,54.74444444444445,M,,,,Mme,,,,63000,,54.74444444444445,662,France,Astrid,NA,Clermont-Ferrand
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,30000,,60.5,663,France,Denis,NA,Nîmes
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,44000,,60.5,664,France,Benjamin,NA,Nantes
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,13100,,60.5,665,France,Jules,NA,Aix-en-Provence
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,67000,,60.5,666,France,Louis,NA,Strasbourg
1964,0.9,Confiance,2,60.5,M,,,,M.,,"6, rue de Pichon",,30000,,60.5,667,France,Émile,NA,Nîmes
1964,0.9,Confiance,2,60.5,M,,,,M.,,,S.A.S.,69001,,60.5,668,France,Georges,NA,Lyon
1964,0.9,Confiance,2,60.5,M,,,,Mme,,boulevard Nathalie Perrier,,57000,,60.5,669,France,Clémence,NA,Metz
1964,0.9,Confiance,2,60.5,M,,,,Mme,,boulevard Benoît Lecoq,,49000,,60.5,670,France,Amélie,NA,Angers
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,6000,,60.5,671,France,Alphonse,NA,Nice
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,69100,,60.5,672,France,Camille,NA,Villeurbanne
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,63000,,60.5,673,France,Marcel,NA,Clermont-Ferrand
1964,0.9,Confiance,2,60.5,M,,,,M.,,"256, rue Roussel",,37000,,60.5,674,France,Franck,NA,Tours
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,35000,,60.5,675,France,Sabine,NA,Rennes
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,67000,,60.5,676,France,Mathilde,NA,Strasbourg
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,74000,,60.5,677,France,Dominique,NA,Annecy
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,S.A.S.,25000,,60.5,678,France,Michèle,NA,Besançon
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,13001,,60.5,679,France,Michel,NA,Marseille
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,6000,,60.5,680,France,Laurent,NA,Nice
