civilite,prenom,nom,lieu_dit,cp,ville,id_client,code_postal,nom_de_la_commune,c_insee,c_iris,c_qualite_iris,codgeo,id,age_retraite,age_etud,rfmd911,tx_seul,tx_fammono,tx_coupsenf,tx_coupaenf,et_niv0,et_niv1,et_niv2,propr,locat,locat_hlm,h_ind,t_comm,typocom,rev,c_indice_qualite_rev,t_mm,t_m,t_p,t_pp,c_indice_qualite_formation,c_indice_qualite_menage,c_indice_qualite_pcs,c_indice_qualite_logement
M.,Timothée,Gilles,,33000,Bordeaux,58ca23e0-208d-4ed9-975f-6507af2f909c,33000.0,BORDEAUX,33063,0000,2,330630000,29517.0,55.26,21.09,69644.0,0.57,0.08,0.19,0.15,0.39,0.33,0.28,0.28,0.72,0.11,0.25,8.0,111.0,24278.42,2.0,0.25,0.23,0.29,0.24,4.0,4.0,2.0,4.0
M.,Tristan,Maurice,,83000,Toulon,54fa8f82-fe51-4be9-a141-dcda0fda6352,83000.0,TOULON,83137,0000,2,831370000,80691.0,61.14,20.7,57254.0,0.44,0.11,0.24,0.21,0.59,0.29,0.12,0.42,0.58,0.11,0.22,7.0,111.0,20126.66,0.0,0.31,0.31,0.26,0.11,0.0,4.0,1.0,1.0
Mme,Nathalie,Brunel,,13001,Marseille,5dee22ea-3447-4d29-bb89-dc3f1871c482,,,,0000,8,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mme,Madeleine,Bodin,,13100,Aix-en-Provence,5c43fd0d-3d09-424b-913b-e98fe05a7dfb,13100.0,AIX EN PROVENCE,13001,0000,2,130010000,9737.0,59.59,21.19,79075.0,0.47,0.09,0.24,0.2,0.4,0.32,0.28,0.34,0.66,0.13,0.22,7.0,111.0,27992.02,1.0,0.23,0.23,0.29,0.25,4.0,4.0,3.0,3.0
Mme,Madeleine,Bodin,,13100,Aix-en-Provence,5c43fd0d-3d09-424b-913b-e98fe05a7dfb,13100.0,AIX EN PROVENCE,13001,0000,2,130010000,9737.0,59.59,21.19,79075.0,0.47,0.09,0.24,0.2,0.4,0.32,0.28,0.34,0.66,0.13,0.22,7.0,111.0,27992.02,1.0,0.23,0.23,0.29,0.25,4.0,4.0,3.0,3.0
Mme,Michelle,Lemonnier,,83000,Toulon,666ae139-1053-479d-bef9-d22833a38fb8,83000.0,TOULON,83137,0000,2,831370000,80691.0,61.14,20.7,57254.0,0.44,0.11,0.24,0.21,0.59,0.29,0.12,0.42,0.58,0.11,0.22,7.0,111.0,20126.66,0.0,0.31,0.31,0.26,0.11,0.0,4.0,1.0,1.0
M.,Éric,Giraud,,66000,Perpignan,3532762b-a51e-413e-bd1a-fb29d19aa496,66000.0,PERPIGNAN,66136,0000,2,661360000,63239.0,58.4,20.51,50722.0,0.46,0.13,0.22,0.19,0.6,0.27,0.13,0.4,0.6,0.1,0.27,7.0,111.0,17718.75,0.0,0.38,0.26,0.26,0.11,0.0,4.0,0.0,2.0
Mme,Dorothée,Renard,,33000,Bordeaux,4022313d-013e-41b0-b7a5-02fa57182cf9,33000.0,BORDEAUX,33063,0000,2,330630000,29517.0,55.26,21.09,69644.0,0.57,0.08,0.19,0.15,0.39,0.33,0.28,0.28,0.72,0.11,0.25,8.0,111.0,24278.42,2.0,0.25,0.23,0.29,0.24,4.0,4.0,2.0,4.0
M.,Guillaume,Ferreira,,38000,Grenoble,f0271b52-66a2-49f1-8030-658757cddc64,38000.0,GRENOBLE,38185,0000,2,381850000,34283.0,53.79,20.47,61190.0,0.52,0.08,0.22,0.17,0.43,0.3,0.28,0.33,0.67,0.14,0.03,7.0,111.0,21950.05,2.0,0.26,0.21,0.27,0.26,4.0,4.0,3.0,3.0
Mme,Anastasie,De Oliveira,,83000,Toulon,da05c8c9-464a-49d7-afdc-9c045323f449,83000.0,TOULON,83137,0000,2,831370000,80691.0,61.14,20.7,57254.0,0.44,0.11,0.24,0.21,0.59,0.29,0.12,0.42,0.58,0.11,0.22,7.0,111.0,20126.66,0.0,0.31,0.31,0.26,0.11,0.0,4.0,1.0,1.0
M.,Jean,Mary,,49000,Angers,7ae83726-75f2-486d-9d82-9782dd402cad,49000.0,ANGERS,49007,0000,2,490070000,42437.0,55.95,18.73,57293.0,0.53,0.09,0.22,0.16,0.52,0.3,0.18,0.25,0.75,0.23,0.24,7.0,111.0,21050.29,1.0,0.32,0.24,0.27,0.17,1.0,4.0,0.0,4.0
Mme,Claudine,Da Silva,,29200,Brest,0869ecec-03a8-4775-8b40-4d49ef2e3745,29200.0,BREST,29019,0000,2,290190000,24550.0,56.61,20.25,53821.0,0.52,0.09,0.21,0.18,0.52,0.32,0.15,0.39,0.61,0.16,0.25,7.0,111.0,20100.44,0.0,0.32,0.27,0.25,0.16,1.0,4.0,1.0,2.0
M.,Michel,Chauvet,,63000,Clermont-Ferrand,3bbc839f-673c-4598-919a-2d19294f454a,63000.0,CLERMONT FERRAND,63113,0000,2,631130000,59919.0,54.95,20.12,54684.0,0.55,0.08,0.21,0.16,0.54,0.29,0.17,0.26,0.74,0.2,0.18,7.0,111.0,20214.23,1.0,0.32,0.26,0.25,0.16,0.0,4.0,0.0,4.0
Mme,Alex,Bertin,,49000,Angers,69d9a2ff-54b5-4af4-897b-c32bf4979f24,49000.0,ANGERS,49007,0000,2,490070000,42437.0,55.95,18.73,57293.0,0.53,0.09,0.22,0.16,0.52,0.3,0.18,0.25,0.75,0.23,0.24,7.0,111.0,21050.29,1.0,0.32,0.24,0.27,0.17,1.0,4.0,0.0,4.0
M.,Roger,Blanchet,,66000,Perpignan,e41abc81-feac-471c-967f-9b56401ebff8,66000.0,PERPIGNAN,66136,0000,2,661360000,63239.0,58.4,20.51,50722.0,0.46,0.13,0.22,0.19,0.6,0.27,0.13,0.4,0.6,0.1,0.27,7.0,111.0,17718.75,0.0,0.38,0.26,0.26,0.11,0.0,4.0,0.0,2.0
M.,Rémy,Fernandes,,29200,Brest,1009335b-a898-4ee5-bee9-f5ae11562753,29200.0,BREST,29019,0000,2,290190000,24550.0,56.61,20.25,53821.0,0.52,0.09,0.21,0.18,0.52,0.32,0.15,0.39,0.61,0.16,0.25,7.0,111.0,20100.44,0.0,0.32,0.27,0.25,0.16,1.0,4.0,1.0,2.0
M.,Augustin,Delorme,,59000,Lille,e1e356d8-ea3d-4812-a546-cf641b0e8e28,59000.0,LILLE,59350,0000,2,593500000,53884.0,53.4,20.47,59281.0,0.56,0.09,0.19,0.17,0.46,0.27,0.27,0.23,0.77,0.18,0.23,8.0,111.0,19794.5,3.0,0.29,0.22,0.26,0.24,3.0,4.0,2.0,4.0
Mme,Marthe,Lambert,,66000,Perpignan,3cbc54c8-fdc1-4038-b438-3532f6fe277e,66000.0,PERPIGNAN,66136,0000,2,661360000,63239.0,58.4,20.51,50722.0,0.46,0.13,0.22,0.19,0.6,0.27,0.13,0.4,0.6,0.1,0.27,7.0,111.0,17718.75,0.0,0.38,0.26,0.26,0.11,0.0,4.0,0.0,2.0
M.,Isaac,Lefebvre,,34000,Montpellier,0eeb1578-2854-44ff-a52f-f67e13eebb2b,34000.0,MONTPELLIER,34172,0000,2,341720000,31260.0,54.48,20.95,57447.0,0.53,0.1,0.2,0.17,0.44,0.33,0.24,0.29,0.71,0.14,0.14,8.0,111.0,19788.96,1.0,0.31,0.23,0.27,0.19,3.0,4.0,1.0,4.0
Mme,Renée,Faure,,72000,Le Mans,333d07fc-387c-4206-875c-addbf9f3d42a,72000.0,LE MANS,72181,0000,2,721810000,69613.0,58.83,19.57,56435.0,0.47,0.09,0.25,0.19,0.6,0.27,0.13,0.37,0.63,0.2,0.43,7.0,111.0,21165.95,0.0,0.33,0.26,0.28,0.14,0.0,4.0,0.0,2.0
M.,Martin,Bruneau,,57000,Metz,40b1469d-1f53-4ced-8c19-8c9c4775fc8a,57000.0,METZ,57463,0000,2,574630000,51455.0,55.88,20.12,60618.0,0.47,0.1,0.23,0.2,0.54,0.29,0.18,0.28,0.72,0.18,0.14,7.0,111.0,21377.12,0.0,0.3,0.27,0.25,0.17,0.0,4.0,1.0,4.0
Mme,Agnès,Seguin,,83000,Toulon,93e16fb6-8407-4c0b-b01d-7c691b7c5c9a,83000.0,TOULON,83137,0000,2,831370000,80691.0,61.14,20.7,57254.0,0.44,0.11,0.24,0.21,0.59,0.29,0.12,0.42,0.58,0.11,0.22,7.0,111.0,20126.66,0.0,0.31,0.31,0.26,0.11,0.0,4.0,1.0,1.0
Mme,Éléonore,Pineau,,74000,Annecy,bb4f54c3-272b-4296-a7e7-6d50914bff1b,74000.0,ANNECY,74010,0000,2,740100000,70784.0,55.86,20.45,67163.0,0.5,0.08,0.25,0.17,0.48,0.32,0.2,0.43,0.57,0.11,0.05,6.0,111.0,24321.05,0.0,0.26,0.25,0.31,0.18,2.0,4.0,2.0,1.0
Mme,Philippine,Durand,,21000,Dijon,c7f89aab-247b-4f3b-b057-a8145e7bc23c,21000.0,DIJON,21231,0000,2,212310000,16504.0,55.67,19.71,61471.0,0.54,0.07,0.22,0.16,0.48,0.32,0.19,0.39,0.61,0.11,0.16,7.0,111.0,23286.23,1.0,0.27,0.24,0.31,0.18,2.0,4.0,2.0,2.0
Mme,Adélaïde,Martinez,,34000,Montpellier,73e76b5e-1d4f-4e7a-9d40-1e477d938665,34000.0,MONTPELLIER,34172,0000,2,341720000,31260.0,54.48,20.95,57447.0,0.53,0.1,0.2,0.17,0.44,0.33,0.24,0.29,0.71,0.14,0.14,8.0,111.0,19788.96,1.0,0.31,0.23,0.27,0.19,3.0,4.0,1.0,4.0
Mme,Olivie,Dupont,,69100,Villeurbanne,50b05dfe-65e2-4214-b455-4154186b16ee,69100.0,VILLEURBANNE,69266,0000,2,692660000,66445.0,53.43,20.4,57605.0,0.48,0.09,0.21,0.22,0.51,0.31,0.18,0.3,0.7,0.18,0.06,7.0,111.0,20557.08,1.0,0.28,0.26,0.29,0.17,2.0,4.0,2.0,3.0
M.,Jacques,Cordier,,67000,Strasbourg,77005790-6f25-4c8c-831d-fba5aa79cb51,67000.0,STRASBOURG,67482,0000,2,674820000,64528.0,55.66,20.62,63906.5,0.49,0.1,0.2,0.21,0.5,0.27,0.23,0.22,0.78,0.19,0.07,8.0,111.0,22478.58,1.0,0.32,0.22,0.25,0.21,2.0,4.0,1.0,4.0
Mme,Anastasie,Julien,,29200,Brest,58135600-b509-4692-bbce-a9c582bbe923,29200.0,BREST,29019,0000,2,290190000,24550.0,56.61,20.25,53821.0,0.52,0.09,0.21,0.18,0.52,0.32,0.15,0.39,0.61,0.16,0.25,7.0,111.0,20100.44,0.0,0.32,0.27,0.25,0.16,1.0,4.0,1.0,2.0
Mme,Hortense,Mace,,75001,Paris,2a524a6d-33b0-46dc-aa00-c5b7cf1205f4,,,,0000,8,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.,Patrick,Noël,,63000,Clermont-Ferrand,fd7776e4-5508-4f50-b67b-c00005b9fbcd,63000.0,CLERMONT FERRAND,63113,0000,2,631130000,59919.0,54.95,20.12,54684.0,0.55,0.08,0.21,0.16,0.54,0.29,0.17,0.26,0.74,0.2,0.18,7.0,111.0,20214.23,1.0,0.32,0.26,0.25,0.16,0.0,4.0,0.0,4.0
M.,Honoré,Fischer,,31000,Toulouse,bd67d3ca-8904-42e7-8b99-d4dc475d8ce0,31000.0,TOULOUSE,31555,0000,2,315550000,28156.0,53.81,20.79,64674.0,0.55,0.09,0.2,0.16,0.39,0.32,0.28,0.3,0.7,0.12,0.18,8.0,111.0,22742.56,2.0,0.26,0.22,0.27,0.25,4.0,4.0,2.0,3.0
Mme,Audrey,Blot,,25000,Besançon,522896cd-9d29-4436-bc9d-d2cea706a3af,25000.0,BESANCON,25056,0000,2,250560000,20195.0,56.56,19.79,57337.0,0.55,0.09,0.2,0.16,0.52,0.29,0.19,0.29,0.71,0.19,0.13,7.0,111.0,21110.06,0.0,0.31,0.24,0.27,0.18,1.0,4.0,1.0,4.0
Mme,Nathalie,Dupont,,33000,Bordeaux,b510fe68-d4fb-49f3-a051-3806d570bc8e,33000.0,BORDEAUX,33063,0000,2,330630000,29517.0,55.26,21.09,69644.0,0.57,0.08,0.19,0.15,0.39,0.33,0.28,0.28,0.72,0.11,0.25,8.0,111.0,24278.42,2.0,0.25,0.23,0.29,0.24,4.0,4.0,2.0,4.0
M.,Grégoire,Bouvier,,37000,Tours,0c1cac43-5873-4bea-8d9b-c6f75940cbc8,37000.0,TOURS,37261,0000,2,372610000,33781.0,55.72,19.42,56754.0,0.55,0.08,0.21,0.15,0.52,0.3,0.17,0.26,0.74,0.22,0.22,7.0,111.0,20848.96,0.0,0.31,0.26,0.27,0.17,1.0,4.0,1.0,4.0
Mme,Océane,Paul,,31000,Toulouse,dd2c6456-c3f8-4804-a12a-dd4ac117329c,31000.0,TOULOUSE,31555,0000,2,315550000,28156.0,53.81,20.79,64674.0,0.55,0.09,0.2,0.16,0.39,0.32,0.28,0.3,0.7,0.12,0.18,8.0,111.0,22742.56,2.0,0.26,0.22,0.27,0.25,4.0,4.0,2.0,3.0
Mme,Zoé,Dufour,,57000,Metz,8a469952-6159-421d-b290-0a45a183181f,57000.0,METZ,57463,0000,2,574630000,51455.0,55.88,20.12,60618.0,0.47,0.1,0.23,0.2,0.54,0.29,0.18,0.28,0.72,0.18,0.14,7.0,111.0,21377.12,0.0,0.3,0.27,0.25,0.17,0.0,4.0,1.0,4.0
M.,Philippe,Laporte,,6000,Nice,3d6919f6-66a4-4bd3-82ea-10f1e758d607,6000.0,NICE,06088,0000,2,060880000,4480.0,61.38,21.01,62811.0,0.45,0.1,0.24,0.21,0.54,0.3,0.16,0.45,0.55,0.09,0.08,8.0,111.0,22717.1,0.0,0.27,0.29,0.29,0.15,0.0,4.0,2.0,1.0
Mme,Émilie,Pelletier,,49000,Angers,dcf39ec4-9f8f-454c-b857-6439da0c295b,49000.0,ANGERS,49007,0000,2,490070000,42437.0,55.95,18.73,57293.0,0.53,0.09,0.22,0.16,0.52,0.3,0.18,0.25,0.75,0.23,0.24,7.0,111.0,21050.29,1.0,0.32,0.24,0.27,0.17,1.0,4.0,0.0,4.0
M.,Laurent,Ledoux,,80000,Amiens,4cd025eb-bd50-4f92-af69-8b25b15fb4c6,80000.0,AMIENS,80021,0000,2,800210000,77450.0,55.26,19.53,56990.0,0.46,0.12,0.21,0.21,0.57,0.26,0.16,0.27,0.73,0.23,0.39,7.0,111.0,19976.59,0.0,0.35,0.25,0.25,0.16,0.0,4.0,0.0,4.0
Mme,Arnaude,Lopez,,29200,Brest,bb3e602c-44cc-4eab-87d3-b0c1782d10fd,29200.0,BREST,29019,0000,2,290190000,24550.0,56.61,20.25,53821.0,0.52,0.09,0.21,0.18,0.52,0.32,0.15,0.39,0.61,0.16,0.25,7.0,111.0,20100.44,0.0,0.32,0.27,0.25,0.16,1.0,4.0,1.0,2.0
M.,René,Gay,,34000,Montpellier,120e91a1-143c-4243-bf55-1e03e562cc22,34000.0,MONTPELLIER,34172,0000,2,341720000,31260.0,54.48,20.95,57447.0,0.53,0.1,0.2,0.17,0.44,0.33,0.24,0.29,0.71,0.14,0.14,8.0,111.0,19788.96,1.0,0.31,0.23,0.27,0.19,3.0,4.0,1.0,4.0
Mme,Arnaude,Tanguy,,69001,Lyon,1b127632-7def-4a54-b437-7fcb6f9358d6,,,,0000,8,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mme,Renée,Seguin,,35000,Rennes,4a0f2889-6605-406e-a617-c8444320424d,35000.0,RENNES,35238,0000,2,352380000,32298.0,55.18,19.8,63135.0,0.55,0.07,0.21,0.16,0.45,0.31,0.24,0.3,0.7,0.18,0.15,8.0,111.0,22884.53,2.0,0.28,0.24,0.26,0.23,3.0,4.0,2.0,3.0
Mme,Aurélie,Toussaint,,30000,Nîmes,db60971f-2f75-4d65-bb80-5dd656e5af10,30000.0,NIMES,30189,0000,2,301890000,26493.0,60.84,20.13,57395.0,0.44,0.12,0.23,0.21,0.57,0.28,0.15,0.35,0.65,0.16,0.31,7.0,111.0,20001.63,0.0,0.35,0.27,0.25,0.13,0.0,4.0,0.0,2.0
Mme,Mathilde,Normand,,69001,Lyon,8db1cd16-0785-423e-a915-cf1911512cd7,,,,0000,8,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.,Édouard,Poulain,,75001,Paris,47f96a6f-3100-47f3-a101-3027c143e4f1,,,,0000,8,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.,Alphonse,Guillon,,25000,Besançon,1b10f887-3875-4312-9abd-fce2af2626da,25000.0,BESANCON,25056,0000,2,250560000,20195.0,56.56,19.79,57337.0,0.55,0.09,0.2,0.16,0.52,0.29,0.19,0.29,0.71,0.19,0.13,7.0,111.0,21110.06,0.0,0.31,0.24,0.27,0.18,1.0,4.0,1.0,4.0
M.,Henri,Valette,,75001,Paris,81856c81-24bd-4b62-81a7-0d6c41f24fc5,,,,0000,8,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.,Franck,Mathieu,,30000,Nîmes,28af9d83-f6b1-4998-ba8b-8781dab1de75,30000.0,NIMES,30189,0000,2,301890000,26493.0,60.84,20.13,57395.0,0.44,0.12,0.23,0.21,0.57,0.28,0.15,0.35,0.65,0.16,0.31,7.0,111.0,20001.63,0.0,0.35,0.27,0.25,0.13,0.0,4.0,0.0,2.0
M.,Michel,Petit,,37000,Tours,b196f448-d25d-43db-baf5-7b88dc283b22,37000.0,TOURS,37261,0000,2,372610000,33781.0,55.72,19.42,56754.0,0.55,0.08,0.21,0.15,0.52,0.3,0.17,0.26,0.74,0.22,0.22,7.0,111.0,20848.96,0.0,0.31,0.26,0.27,0.17,1.0,4.0,1.0,4.0
M.,Robert,Gillet,,57000,Metz,a9831870-3f7e-4369-aa84-84bf3a9280eb,57000.0,METZ,57463,0000,2,574630000,51455.0,55.88,20.12,60618.0,0.47,0.1,0.23,0.2,0.54,0.29,0.18,0.28,0.72,0.18,0.14,7.0,111.0,21377.12,0.0,0.3,0.27,0.25,0.17,0.0,4.0,1.0,4.0
Mme,Nathalie,Bouvet,,6000,Nice,88bd8c8e-ea0b-445c-a4d1-14d186a09625,6000.0,NICE,06088,0000,2,060880000,4480.0,61.38,21.01,62811.0,0.45,0.1,0.24,0.21,0.54,0.3,0.16,0.45,0.55,0.09,0.08,8.0,111.0,22717.1,0.0,0.27,0.29,0.29,0.15,0.0,4.0,2.0,1.0
Mme,Diane,Colin,,6000,Nice,1e2e3a71-395d-4adc-b2e6-7807f41f6a5d,6000.0,NICE,06088,0000,2,060880000,4480.0,61.38,21.01,62811.0,0.45,0.1,0.24,0.21,0.54,0.3,0.16,0.45,0.55,0.09,0.08,8.0,111.0,22717.1,0.0,0.27,0.29,0.29,0.15,0.0,4.0,2.0,1.0
Mme,Alice,Lelièvre,,37000,Tours,9be8cd51-5c76-409c-b33a-4c517705abb9,37000.0,TOURS,37261,0000,2,372610000,33781.0,55.72,19.42,56754.0,0.55,0.08,0.21,0.15,0.52,0.3,0.17,0.26,0.74,0.22,0.22,7.0,111.0,20848.96,0.0,0.31,0.26,0.27,0.17,1.0,4.0,1.0,4.0
Mme,Marcelle,Labbé,,29200,Brest,48d6aaa3-c332-4327-8cb8-504f091794fd,29200.0,BREST,29019,0000,2,290190000,24550.0,56.61,20.25,53821.0,0.52,0.09,0.21,0.18,0.52,0.32,0.15,0.39,0.61,0.16,0.25,7.0,111.0,20100.44,0.0,0.32,0.27,0.25,0.16,1.0,4.0,1.0,2.0
Mme,Isabelle,Hebert,,37000,Tours,51157045-60d5-4ba4-b706-ae8552ba05c7,37000.0,TOURS,37261,0000,2,372610000,33781.0,55.72,19.42,56754.0,0.55,0.08,0.21,0.15,0.52,0.3,0.17,0.26,0.74,0.22,0.22,7.0,111.0,20848.96,0.0,0.31,0.26,0.27,0.17,1.0,4.0,1.0,4.0
M.,Olivier,Pascal,,21000,Dijon,ebabc6f6-7f23-4979-bd03-5fbf5e1d28b7,21000.0,DIJON,21231,0000,2,212310000,16504.0,55.67,19.71,61471.0,0.54,0.07,0.22,0.16,0.48,0.32,0.19,0.39,0.61,0.11,0.16,7.0,111.0,23286.23,1.0,0.27,0.24,0.31,0.18,2.0,4.0,2.0,2.0
Mme,Jeanne,Boyer,,57000,Metz,88037865-dad0-4a07-a240-cc46939eb2e9,57000.0,METZ,57463,0000,2,574630000,51455.0,55.88,20.12,60618.0,0.47,0.1,0.23,0.2,0.54,0.29,0.18,0.28,0.72,0.18,0.14,7.0,111.0,21377.12,0.0,0.3,0.27,0.25,0.17,0.0,4.0,1.0,4.0
M.,Patrick,Gauthier,,21000,Dijon,0422236b-51f3-4177-9af9-005630eb6c84,21000.0,DIJON,21231,0000,2,212310000,16504.0,55.67,19.71,61471.0,0.54,0.07,0.22,0.16,0.48,0.32,0.19,0.39,0.61,0.11,0.16,7.0,111.0,23286.23,1.0,0.27,0.24,0.31,0.18,2.0,4.0,2.0,2.0
Mme,Adèle,Dupuis,,69001,Lyon,ce7d7cfd-2c66-4f72-bcb8-c27e1d8cb307,,,,0000,8,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mme,Colette,Perrin,,69100,Villeurbanne,f375069d-9c40-4320-8fba-f63b670cc817,69100.0,VILLEURBANNE,69266,0000,2,692660000,66445.0,53.43,20.4,57605.0,0.48,0.09,0.21,0.22,0.51,0.31,0.18,0.3,0.7,0.18,0.06,7.0,111.0,20557.08,1.0,0.28,0.26,0.29,0.17,2.0,4.0,2.0,3.0
Mme,Arnaude,Lecomte,,13001,Marseille,14fe5bd3-2965-4e57-bee8-a6a4aa13f9ee,,,,0000,8,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mme,Margot,Guillou,,69001,Lyon,b0d6fda7-ebb6-4715-b6d2-a8c1afc6a71f,,,,0000,8,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mme,Maryse,Hernandez,,42000,Saint-Étienne,0431fd23-8518-4b26-9302-0cba28ecae1d,,,,0000,8,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.,René,Jacques,,74000,Annecy,b71e78ce-415a-43e1-af67-bd9f8850ba50,74000.0,ANNECY,74010,0000,2,740100000,70784.0,55.86,20.45,67163.0,0.5,0.08,0.25,0.17,0.48,0.32,0.2,0.43,0.57,0.11,0.05,6.0,111.0,24321.05,0.0,0.26,0.25,0.31,0.18,2.0,4.0,2.0,1.0
Mme,Monique,Vasseur,,6000,Nice,e9f1251b-29f1-4a9a-b467-ef4b25cb5dcb,6000.0,NICE,06088,0000,2,060880000,4480.0,61.38,21.01,62811.0,0.45,0.1,0.24,0.21,0.54,0.3,0.16,0.45,0.55,0.09,0.08,8.0,111.0,22717.1,0.0,0.27,0.29,0.29,0.15,0.0,4.0,2.0,1.0
M.,Jules,Rolland,,59000,Lille,1a05f24f-7768-4665-9907-653add142014,59000.0,LILLE,59350,0000,2,593500000,53884.0,53.4,20.47,59281.0,0.56,0.09,0.19,0.17,0.46,0.27,0.27,0.23,0.77,0.18,0.23,8.0,111.0,19794.5,3.0,0.29,0.22,0.26,0.24,3.0,4.0,2.0,4.0
Mme,Stéphanie,Raymond,,25000,Besançon,0215ef56-217f-4412-a85d-dfa905500509,25000.0,BESANCON,25056,0000,2,250560000,20195.0,56.56,19.79,57337.0,0.55,0.09,0.2,0.16,0.52,0.29,0.19,0.29,0.71,0.19,0.13,7.0,111.0,21110.06,0.0,0.31,0.24,0.27,0.18,1.0,4.0,1.0,4.0
M.,François,Simon,,76600,Le Havre,93fdffd6-d590-47d0-9bfe-2ae8c7b22720,76600.0,LE HAVRE,76351,0000,2,763510000,73321.0,59.21,19.63,54242.0,0.42,0.11,0.24,0.23,0.67,0.24,0.09,0.3,0.7,0.25,0.28,7.0,111.0,19466.58,0.0,0.39,0.27,0.24,0.1,2.0,4.0,0.0,3.0
Mme,Cécile,Simon,,6000,Nice,8242d4d8-80fa-430c-bb55-c38790fe26f2,6000.0,NICE,06088,0000,2,060880000,4480.0,61.38,21.01,62811.0,0.45,0.1,0.24,0.21,0.54,0.3,0.16,0.45,0.55,0.09,0.08,8.0,111.0,22717.1,0.0,0.27,0.29,0.29,0.15,0.0,4.0,2.0,1.0
M.,André,Boulay,,66000,Perpignan,ab57d9e2-a75f-4cb3-96f2-abadc82f226c,66000.0,PERPIGNAN,66136,0000,2,661360000,63239.0,58.4,20.51,50722.0,0.46,0.13,0.22,0.19,0.6,0.27,0.13,0.4,0.6,0.1,0.27,7.0,111.0,17718.75,0.0,0.38,0.26,0.26,0.11,0.0,4.0,0.0,2.0
M.,Honoré,Buisson,,38000,Grenoble,df960fb8-4093-4d4d-a7e9-bf586887d306,38000.0,GRENOBLE,38185,0000,2,381850000,34283.0,53.79,20.47,61190.0,0.52,0.08,0.22,0.17,0.43,0.3,0.28,0.33,0.67,0.14,0.03,7.0,111.0,21950.05,2.0,0.26,0.21,0.27,0.26,4.0,4.0,3.0,3.0
M.,Thibaut,Aubert,,80000,Amiens,d4a05545-3cc0-495f-802b-b38b9a640afd,80000.0,AMIENS,80021,0000,2,800210000,77450.0,55.26,19.53,56990.0,0.46,0.12,0.21,0.21,0.57,0.26,0.16,0.27,0.73,0.23,0.39,7.0,111.0,19976.59,0.0,0.35,0.25,0.25,0.16,0.0,4.0,0.0,4.0
Mme,Victoire,Vallée,,80000,Amiens,2e66305f-92ba-48b3-8e88-fc24878fece4,80000.0,AMIENS,80021,0000,2,800210000,77450.0,55.26,19.53,56990.0,0.46,0.12,0.21,0.21,0.57,0.26,0.16,0.27,0.73,0.23,0.39,7.0,111.0,19976.59,0.0,0.35,0.25,0.25,0.16,0.0,4.0,0.0,4.0
M.,Olivier,Barthelemy,,31000,Toulouse,141f2b6b-7fff-4fb6-a202-8ee7dac1a2df,31000.0,TOULOUSE,31555,0000,2,315550000,28156.0,53.81,20.79,64674.0,0.55,0.09,0.2,0.16,0.39,0.32,0.28,0.3,0.7,0.12,0.18,8.0,111.0,22742.56,2.0,0.26,0.22,0.27,0.25,4.0,4.0,2.0,3.0
Mme,Nicole,Girard,,83000,Toulon,0f750ff0-eb7b-4b69-bf95-422862c97f48,83000.0,TOULON,83137,0000,2,831370000,80691.0,61.14,20.7,57254.0,0.44,0.11,0.24,0.21,0.59,0.29,0.12,0.42,0.58,0.11,0.22,7.0,111.0,20126.66,0.0,0.31,0.31,0.26,0.11,0.0,4.0,1.0,1.0
M.,Léon,Pages,,37000,Tours,41ff55a0-027c-4260-8292-b4ea475fafa3,37000.0,TOURS,37261,0000,2,372610000,33781.0,55.72,19.42,56754.0,0.55,0.08,0.21,0.15,0.52,0.3,0.17,0.26,0.74,0.22,0.22,7.0,111.0,20848.96,0.0,0.31,0.26,0.27,0.17,1.0,4.0,1.0,4.0
M.,Gilbert,Hamon,,29200,Brest,4c4982a6-95cf-40aa-b416-80df674492eb,29200.0,BREST,29019,0000,2,290190000,24550.0,56.61,20.25,53821.0,0.52,0.09,0.21,0.18,0.52,0.32,0.15,0.39,0.61,0.16,0.25,7.0,111.0,20100.44,0.0,0.32,0.27,0.25,0.16,1.0,4.0,1.0,2.0
M.,Gilles,Laine,,76600,Le Havre,64e9ba2f-7489-46ba-bad6-ba59cc8e015a,76600.0,LE HAVRE,76351,0000,2,763510000,73321.0,59.21,19.63,54242.0,0.42,0.11,0.24,0.23,0.67,0.24,0.09,0.3,0.7,0.25,0.28,7.0,111.0,19466.58,0.0,0.39,0.27,0.24,0.1,2.0,4.0,0.0,3.0
